0,528990270000000000000000000000000,39.43161
1,39.43161,39.410336
2,39.410336,39.372475
3,39.372475,39.345898
4,39.345898,39.288273
5,39.288273,39.256687
6,39.256687,39.221024
7,39.221024,39.19891
8,39.19891,39.187706
9,39.187706,39.171795
10,39.171795,39.126312
11,39.126312,39.09634
12,39.09634,39.07597
13,39.07597,39.035637
14,39.035637,39.02153
15,39.02153,39.01645
16,39.01645,38.993587
17,38.993587,38.963608
18,38.963608,38.95035
19,38.95035,38.921772
20,38.921772,38.8962
21,38.8962,38.870514
22,38.870514,38.84959
23,38.84959,38.820915
24,38.820915,38.78682
25,38.78682,38.741913
26,38.741913,38.72739
27,38.72739,38.689304
28,38.689304,38.653187
29,38.653187,38.62476
30,38.62476,38.59709
31,38.59709,38.554153
32,38.554153,38.50596
33,38.50596,38.468334
34,38.468334,38.43288
35,38.43288,38.385975
36,38.385975,38.36083
37,38.36083,38.319782
38,38.319782,38.30885
39,38.30885,38.285194
40,38.285194,38.261646
41,38.261646,38.245895
42,38.245895,38.23065
43,38.23065,38.211777
44,38.211777,38.174538
45,38.174538,38.16503
46,38.16503,38.147556
47,38.147556,38.117943
48,38.117943,38.11048
49,38.11048,38.08266
50,38.08266,38.051086
51,38.051086,38.02327
52,38.02327,38.010685
53,38.010685,37.99135
54,37.99135,37.981888
55,37.981888,37.927975
56,37.927975,37.913677
57,37.913677,37.855762
58,37.855762,37.834488
59,37.834488,37.789597
60,37.789597,37.769096
61,37.769096,37.73615
62,37.73615,37.710903
63,37.710903,37.688236
64,37.688236,37.632954
65,37.632954,37.603386
66,37.603386,37.585793
67,37.585793,37.548695
68,37.548695,37.51161
69,37.51161,37.455547
70,37.455547,37.432602
71,37.432602,37.40981
72,37.40981,37.388275
73,37.388275,37.375206
74,37.375206,37.354225
75,37.354225,37.342903
76,37.342903,37.32904
77,37.32904,37.32012
78,37.32012,37.2752
79,37.2752,37.253223
80,37.253223,37.206707
81,37.206707,37.17144
82,37.17144,37.157215
83,37.157215,37.13418
84,37.13418,37.11938
85,37.11938,37.098476
86,37.098476,37.075306
87,37.075306,37.044792
88,37.044792,37.007633
89,37.007633,36.97401
90,36.97401,36.94396
91,36.94396,36.928783
92,36.928783,36.895428
93,36.895428,36.87928
94,36.87928,36.85679
95,36.85679,36.82915
96,36.82915,36.81036
97,36.81036,36.779945
98,36.779945,36.748974
99,36.748974,36.721874
100,36.721874,36.700146
101,36.700146,36.683125
102,36.683125,36.66508
103,36.66508,36.646576
104,36.646576,36.63706
105,36.63706,36.593727
106,36.593727,36.57504
107,36.57504,36.54557
108,36.54557,36.515438
109,36.515438,36.48936
110,36.48936,36.473232
111,36.473232,36.45138
112,36.45138,36.426357
113,36.426357,36.407936
114,36.407936,36.39282
115,36.39282,36.382748
116,36.382748,36.358074
117,36.358074,36.31694
118,36.31694,36.29264
119,36.29264,36.284412
120,36.284412,36.268154
121,36.268154,36.23577
122,36.23577,36.224483
123,36.224483,36.202065
124,36.202065,36.1543
125,36.1543,36.136147
126,36.136147,36.124435
127,36.124435,36.073784
128,36.073784,36.030792
129,36.030792,36.019768
130,36.019768,36.004265
131,36.004265,35.976166
132,35.976166,35.941227
133,35.941227,35.922016
134,35.922016,35.89023
135,35.89023,35.868042
136,35.868042,35.8424
137,35.8424,30.872028
138,30.872028,30.8629
139,30.8629,30.836891
140,30.836891,30.827036
141,30.827036,30.785841
142,30.785841,30.73594
143,30.73594,30.71469
144,30.71469,30.701786
145,30.701786,30.670956
146,30.670956,30.64732
147,30.64732,30.632793
148,30.632793,30.607286
149,30.607286,30.587835
150,30.587835,30.546068
151,30.546068,30.515882
152,30.515882,30.493225
153,30.493225,30.47368
154,30.47368,30.449888
155,30.449888,30.414919
156,30.414919,30.389036
157,30.389036,30.376589
158,30.376589,30.356691
159,30.356691,30.331703
160,30.331703,30.315832
161,30.315832,30.29757
162,30.29757,30.286818
163,30.286818,30.264732
164,30.264732,30.22963
165,30.22963,30.206089
166,30.206089,30.197117
167,30.197117,30.178787
168,30.178787,30.156296
169,30.156296,30.142818
170,30.142818,30.127787
171,30.127787,30.117153
172,30.117153,30.088596
173,30.088596,30.060751
174,30.060751,30.047625
175,30.047625,30.029045
176,30.029045,30.00798
177,30.00798,29.985636
178,29.985636,29.974483
179,29.974483,29.95067
180,29.95067,29.937912
181,29.937912,29.928493
182,29.928493,29.903654
183,29.903654,29.886799
184,29.886799,29.87074
185,29.87074,29.853315
186,29.853315,29.822107
187,29.822107,29.807304
188,29.807304,29.773352
189,29.773352,29.757065
190,29.757065,29.732025
191,29.732025,29.702488
192,29.702488,29.681784
193,29.681784,29.668558
194,29.668558,29.665098
195,29.665098,29.654043
196,29.654043,29.620747
197,29.620747,29.590464
198,29.590464,29.57566
199,29.57566,29.534636
200,29.534636,29.515387
201,29.515387,29.501022
202,29.501022,29.488762
203,29.488762,29.45727
204,29.45727,29.433376
205,29.433376,29.412071
206,29.412071,29.38767
207,29.38767,29.378632
208,29.378632,29.340162
209,29.340162,29.327345
210,29.327345,29.315247
211,29.315247,29.30541
212,29.30541,29.29165
213,29.29165,29.279016
214,29.279016,29.242228
215,29.242228,29.221607
216,29.221607,29.197838
217,29.197838,29.188122
218,29.188122,29.165802
219,29.165802,29.156631
220,29.156631,29.13723
221,29.13723,29.117472
222,29.117472,29.107874
223,29.107874,29.089424
224,29.089424,29.060072
225,29.060072,29.031357
226,29.031357,29.010603
227,29.010603,28.994116
228,28.994116,28.975388
229,28.975388,28.96227
230,28.96227,28.945871
231,28.945871,28.920406
232,28.920406,28.902325
233,28.902325,28.874475
234,28.874475,28.867859
235,28.867859,28.843372
236,28.843372,28.815325
237,28.815325,28.777435
238,28.777435,28.767344
239,28.767344,28.74871
240,28.74871,28.727919
241,28.727919,28.718899
